sequence_id_1,sequence_id_2,similarity_score
WP_405029742.1,BGC0000014.5,72.22
WP_407995214.1,BGC0000014.5,59.26
WP_394038837.1,BGC0000014.5,0.0
ARO18898.1,BGC0000014.5,0.0
BGC0000008.3,BGC0000014.5,0.0
WP_394034628.1,BGC0000014.5,0.0
BGC0000007.3,BGC0000014.5,0.0
WP_393984481.1,BGC0000014.5,68.75
WP_231883699.1,BGC0000014.5,0.0
WP_394008175.1,BGC0000014.5,0.0
BAT47512.1,BGC0000014.5,0.0
BGC0000006.3,BGC0000014.5,0.0
WP_409853016.1,BGC0000014.5,0.0
BGC0000017.5,BGC0000014.5,0.0
WP_394105113.1,BGC0000014.5,0.0
XHH54078.1,BGC0000014.5,0.0
BGC0000022.3,BGC0000014.5,0.0
WP_394091412.1,BGC0000014.5,0.0
WP_393975098.1,BGC0000014.5,63.64
BGC0000020.3,BGC0000014.5,0.0
WP_246736987.1,BGC0000014.5,0.0
WP_377874665.1,BGC0000014.5,0.0
WP_374374627.1,BGC0000014.5,51.35
WP_403409309.1,BGC0000014.5,100.0
WP_390290327.1,BGC0000014.5,72.73
WP_394058857.1,BGC0000014.5,52.78
WP_394946084.1,BGC0000014.5,52.78
UYT19774.1,BGC0000014.5,0.0
XOL52311.1,BGC0000014.5,0.0
XCP53806.1,BGC0000014.5,0.0
WP_415070495.1,BGC0000014.5,63.16
BGC0000010.3,BGC0000014.5,0.0
WP_402758273.1,BGC0000014.5,87.5
WP_400880729.1,BGC0000014.5,0.0
BGC0000023.5,BGC0000014.5,0.0
WP_148045554.1,BGC0000014.5,55.17
pdb|2N6Z|A,BGC0000014.5,66.67
WP_379130331.1,BGC0000014.5,66.67
WP_391559211.1,BGC0000014.5,0.0
WP_379090270.1,BGC0000014.5,0.0
WP_374309088.1,BGC0000014.5,64.0
WP_391375990.1,BGC0000014.5,0.0
BAT47516.1,BGC0000014.5,0.0
WP_378845721.1,BGC0000014.5,0.0
BGC0000026.5,BGC0000014.5,0.0
BGC0000003.3,BGC0000014.5,0.0
WP_394077114.1,BGC0000014.5,0.0
WP_407995776.1,BGC0000014.5,0.0
WP_414461653.1,BGC0000014.5,0.0
BGC0000024.5,BGC0000014.5,0.0
BGC0000018.5,BGC0000014.5,0.0
BGC0000016.4,BGC0000014.5,0.0
WP_394067533.1,BGC0000014.5,58.33
BGC0000001.5,BGC0000014.5,0.0
WP_394064521.1,BGC0000014.5,0.0
BAT47514.1,BGC0000014.5,0.0
WP_394081549.1,BGC0000014.5,0.0
WP_171695355.1,BGC0000014.5,59.09
WP_409979092.1,BGC0000014.5,0.0
WP_394100829.1,BGC0000014.5,0.0
BGC0000012.3,BGC0000014.5,0.0
WP_400765736.1,BGC0000014.5,45.24
WP_414116387.1,BGC0000014.5,61.54
WP_414590999.1,BGC0000014.5,57.69
XMG51263.1,BGC0000014.5,0.0
CAM2763972.1,BGC0000014.5,0.0
BGC0000009.3,BGC0000014.5,0.0
CAM3652502.1,BGC0000014.5,0.0
WP_402798883.1,BGC0000014.5,66.67
BFO63100.1,BGC0000014.5,0.0
WP_379036518.1,BGC0000014.5,0.0
WP_394088603.1,BGC0000014.5,0.0
BAT47513.1,BGC0000014.5,0.0
BAT47515.1,BGC0000014.5,0.0
WP_393996635.1,BGC0000014.5,52.38
WP_394111076.1,BGC0000014.5,0.0
WP_393957544.1,BGC0000014.5,0.0
BGC0000019.5,WP_209484166.1,0.0
WP_375275745.1,WP_209484166.1,0.0
WP_405707408.1,WP_209484166.1,0.0
WP_395697023.1,WP_209484166.1,0.0
WP_394032341.1,WP_209484166.1,0.0
XHV06635.1,WP_209484166.1,0.0
XJV75695.1,WP_209484166.1,0.0
WP_407866493.1,WP_209484166.1,0.0
WP_393988544.1,WP_209484166.1,0.0
WP_411903715.1,WP_209484166.1,0.0
WP_394040999.1,WP_209484166.1,0.0
WP_394076167.1,WP_209484166.1,0.0
XMF84248.1,WP_209484166.1,0.0
WP_395664523.1,WP_209484166.1,0.0
WP_412968760.1,WP_209484166.1,0.0
WP_138398174.1,WP_209484166.1,0.0
WP_407340944.1,WP_209484166.1,0.0
WP_374341810.1,WP_209484166.1,0.0
BGC0000004.3,WP_209484166.1,0.0
WP_404359873.1,WP_209484166.1,0.0
WP_393978746.1,WP_209484166.1,0.0
WP_407271027.1,WP_209484166.1,0.0
CAM3577162.1,WP_209484166.1,0.0
WP_374249988.1,WP_209484166.1,0.0
BGC0000014.5,WP_209484166.1,0.0
WP_209484166.1,WP_209484166.1,100.0
BGC0000002.5,WP_209484166.1,0.0
ABR83084.1,WP_209484166.1,0.0
BGC0000027.4,WP_209484166.1,0.0
WP_393991883.1,WP_209484166.1,0.0
WP_409562062.1,WP_209484166.1,0.0
BGC0000011.3,WP_209484166.1,0.0
WP_394111893.1,WP_209484166.1,0.0
XNO08232.1,WP_209484166.1,0.0
WP_391515705.1,WP_209484166.1,0.0
XKG22298.1,WP_209484166.1,0.0
WP_341081218.1,WP_209484166.1,0.0
XNO08231.1,WP_209484166.1,0.0
BGC0000028.5,WP_209484166.1,0.0
CAI8805946.1,WP_209484166.1,0.0
BGC0000021.5,WP_209484166.1,70.59
WP_405029742.1,WP_209484166.1,0.0
WP_407995214.1,WP_209484166.1,0.0
WP_394038837.1,WP_209484166.1,0.0
ARO18898.1,WP_209484166.1,0.0
BGC0000008.3,WP_209484166.1,0.0
WP_394034628.1,WP_209484166.1,0.0
BGC0000007.3,WP_209484166.1,0.0
WP_393984481.1,WP_209484166.1,0.0
WP_231883699.1,WP_209484166.1,0.0
WP_394008175.1,WP_209484166.1,0.0
BAT47512.1,WP_209484166.1,0.0
BGC0000006.3,WP_209484166.1,0.0
WP_409853016.1,WP_209484166.1,0.0
BGC0000017.5,WP_209484166.1,0.0
WP_394105113.1,WP_209484166.1,0.0
XHH54078.1,WP_209484166.1,0.0
BGC0000022.3,WP_209484166.1,0.0
WP_394091412.1,WP_209484166.1,0.0
WP_393975098.1,WP_209484166.1,0.0
BGC0000020.3,WP_209484166.1,0.0
WP_246736987.1,WP_209484166.1,0.0
WP_377874665.1,WP_209484166.1,0.0
WP_374374627.1,WP_209484166.1,0.0
WP_403409309.1,WP_209484166.1,0.0
WP_390290327.1,WP_209484166.1,0.0
WP_394058857.1,WP_209484166.1,0.0
WP_394946084.1,WP_209484166.1,0.0
UYT19774.1,WP_209484166.1,0.0
XOL52311.1,WP_209484166.1,0.0
XCP53806.1,WP_209484166.1,0.0
WP_415070495.1,WP_209484166.1,0.0
BGC0000010.3,WP_209484166.1,0.0
WP_402758273.1,WP_209484166.1,0.0
WP_400880729.1,WP_209484166.1,0.0
BGC0000023.5,WP_209484166.1,0.0
WP_148045554.1,WP_209484166.1,0.0
pdb|2N6Z|A,WP_209484166.1,0.0
WP_379130331.1,WP_209484166.1,0.0
WP_391559211.1,WP_209484166.1,0.0
WP_379090270.1,WP_209484166.1,0.0
WP_374309088.1,WP_209484166.1,0.0
WP_391375990.1,WP_209484166.1,0.0
BAT47516.1,WP_209484166.1,0.0
WP_378845721.1,WP_209484166.1,0.0
BGC0000026.5,WP_209484166.1,0.0
BGC0000003.3,WP_209484166.1,0.0
WP_394077114.1,WP_209484166.1,0.0
WP_407995776.1,WP_209484166.1,0.0
WP_414461653.1,WP_209484166.1,0.0
BGC0000024.5,WP_209484166.1,53.12
BGC0000018.5,WP_209484166.1,0.0
BGC0000016.4,WP_209484166.1,0.0
WP_394067533.1,WP_209484166.1,0.0
BGC0000001.5,WP_209484166.1,59.09
WP_394064521.1,WP_209484166.1,0.0
BAT47514.1,WP_209484166.1,0.0
WP_394081549.1,WP_209484166.1,0.0
WP_171695355.1,WP_209484166.1,0.0
WP_409979092.1,WP_209484166.1,0.0
WP_394100829.1,WP_209484166.1,0.0
BGC0000012.3,WP_209484166.1,0.0
WP_400765736.1,WP_209484166.1,0.0
WP_414116387.1,WP_209484166.1,0.0
WP_414590999.1,WP_209484166.1,0.0
XMG51263.1,WP_209484166.1,0.0
CAM2763972.1,WP_209484166.1,0.0
BGC0000009.3,WP_209484166.1,0.0
CAM3652502.1,WP_209484166.1,0.0
WP_402798883.1,WP_209484166.1,0.0
BFO63100.1,WP_209484166.1,0.0
WP_379036518.1,WP_209484166.1,0.0
WP_394088603.1,WP_209484166.1,0.0
BAT47513.1,WP_209484166.1,0.0
BAT47515.1,WP_209484166.1,0.0
WP_393996635.1,WP_209484166.1,0.0
WP_394111076.1,WP_209484166.1,0.0
WP_393957544.1,WP_209484166.1,0.0
BGC0000019.5,BGC0000002.5,0.0
WP_375275745.1,BGC0000002.5,63.64
WP_405707408.1,BGC0000002.5,0.0
WP_395697023.1,BGC0000002.5,0.0
WP_394032341.1,BGC0000002.5,71.43
XHV06635.1,BGC0000002.5,0.0
XJV75695.1,BGC0000002.5,72.22
WP_407866493.1,BGC0000002.5,0.0
WP_393988544.1,BGC0000002.5,0.0
WP_411903715.1,BGC0000002.5,63.64
WP_394040999.1,BGC0000002.5,66.67
WP_394076167.1,BGC0000002.5,57.14
XMF84248.1,BGC0000002.5,72.73
WP_395664523.1,BGC0000002.5,70.59
WP_412968760.1,BGC0000002.5,0.0
WP_138398174.1,BGC0000002.5,57.14
WP_407340944.1,BGC0000002.5,68.75
WP_374341810.1,BGC0000002.5,0.0
BGC0000004.3,BGC0000002.5,0.0
WP_404359873.1,BGC0000002.5,80.0
WP_393978746.1,BGC0000002.5,0.0
WP_407271027.1,BGC0000002.5,66.67
CAM3577162.1,BGC0000002.5,0.0
WP_374249988.1,BGC0000002.5,0.0
BGC0000014.5,BGC0000002.5,0.0
WP_209484166.1,BGC0000002.5,0.0
BGC0000002.5,BGC0000002.5,100.0
ABR83084.1,BGC0000002.5,63.64
BGC0000027.4,BGC0000002.5,0.0
WP_393991883.1,BGC0000002.5,52.63
WP_409562062.1,BGC0000002.5,66.67
BGC0000011.3,BGC0000002.5,0.0
WP_394111893.1,BGC0000002.5,0.0
XNO08232.1,BGC0000002.5,0.0
WP_391515705.1,BGC0000002.5,0.0
XKG22298.1,BGC0000002.5,0.0
WP_341081218.1,BGC0000002.5,66.67
XNO08231.1,BGC0000002.5,0.0
BGC0000028.5,BGC0000002.5,0.0
CAI8805946.1,BGC0000002.5,41.93
BGC0000021.5,BGC0000002.5,0.0
WP_405029742.1,BGC0000002.5,0.0
WP_407995214.1,BGC0000002.5,0.0
WP_394038837.1,BGC0000002.5,64.0
ARO18898.1,BGC0000002.5,50.0
BGC0000008.3,BGC0000002.5,0.0
WP_394034628.1,BGC0000002.5,0.0
BGC0000007.3,BGC0000002.5,0.0
WP_393984481.1,BGC0000002.5,0.0
WP_231883699.1,BGC0000002.5,100.0
WP_394008175.1,BGC0000002.5,66.67
BAT47512.1,BGC0000002.5,0.0
BGC0000006.3,BGC0000002.5,0.0
WP_409853016.1,BGC0000002.5,0.0
BGC0000017.5,BGC0000002.5,0.0
WP_394105113.1,BGC0000002.5,0.0
XHH54078.1,BGC0000002.5,0.0
BGC0000022.3,BGC0000002.5,0.0
WP_394091412.1,BGC0000002.5,57.14
WP_393975098.1,BGC0000002.5,0.0
BGC0000020.3,BGC0000002.5,0.0
WP_246736987.1,BGC0000002.5,76.92
WP_377874665.1,BGC0000002.5,62.5
WP_374374627.1,BGC0000002.5,73.33
WP_403409309.1,BGC0000002.5,0.0
WP_390290327.1,BGC0000002.5,0.0
WP_394058857.1,BGC0000002.5,0.0
WP_394946084.1,BGC0000002.5,0.0
UYT19774.1,BGC0000002.5,63.64
XOL52311.1,BGC0000002.5,0.0
XCP53806.1,BGC0000002.5,63.16
WP_415070495.1,BGC0000002.5,0.0
BGC0000010.3,BGC0000002.5,0.0
WP_402758273.1,BGC0000002.5,72.73
WP_400880729.1,BGC0000002.5,76.92
BGC0000023.5,BGC0000002.5,0.0
WP_148045554.1,BGC0000002.5,75.0
pdb|2N6Z|A,BGC0000002.5,0.0
WP_379130331.1,BGC0000002.5,0.0
WP_391559211.1,BGC0000002.5,0.0
WP_379090270.1,BGC0000002.5,0.0
WP_374309088.1,BGC0000002.5,68.75
WP_391375990.1,BGC0000002.5,66.67
BAT47516.1,BGC0000002.5,0.0
WP_378845721.1,BGC0000002.5,63.64
BGC0000026.5,BGC0000002.5,0.0
BGC0000003.3,BGC0000002.5,0.0
WP_394077114.1,BGC0000002.5,0.0
WP_407995776.1,BGC0000002.5,88.89
WP_414461653.1,BGC0000002.5,66.67
BGC0000024.5,BGC0000002.5,0.0
BGC0000018.5,BGC0000002.5,0.0
BGC0000016.4,BGC0000002.5,0.0
WP_394067533.1,BGC0000002.5,0.0
BGC0000001.5,BGC0000002.5,0.0
WP_394064521.1,BGC0000002.5,0.0
BAT47514.1,BGC0000002.5,0.0
WP_394081549.1,BGC0000002.5,66.67
WP_171695355.1,BGC0000002.5,76.92
WP_409979092.1,BGC0000002.5,76.92
WP_394100829.1,BGC0000002.5,0.0
BGC0000012.3,BGC0000002.5,0.0
WP_400765736.1,BGC0000002.5,68.42
WP_414116387.1,BGC0000002.5,73.68
WP_414590999.1,BGC0000002.5,0.0
XMG51263.1,BGC0000002.5,0.0
CAM2763972.1,BGC0000002.5,0.0
BGC0000009.3,BGC0000002.5,0.0
CAM3652502.1,BGC0000002.5,0.0
WP_402798883.1,BGC0000002.5,63.64
BFO63100.1,BGC0000002.5,0.0
WP_379036518.1,BGC0000002.5,57.14
WP_394088603.1,BGC0000002.5,71.43
BAT47513.1,BGC0000002.5,0.0
BAT47515.1,BGC0000002.5,0.0
WP_393996635.1,BGC0000002.5,76.92
WP_394111076.1,BGC0000002.5,0.0
WP_393957544.1,BGC0000002.5,0.0
BGC0000019.5,ABR83084.1,0.0
WP_375275745.1,ABR83084.1,0.0
WP_405707408.1,ABR83084.1,0.0
WP_395697023.1,ABR83084.1,0.0
WP_394032341.1,ABR83084.1,0.0
XHV06635.1,ABR83084.1,0.0
XJV75695.1,ABR83084.1,0.0
WP_407866493.1,ABR83084.1,0.0
WP_393988544.1,ABR83084.1,0.0
WP_411903715.1,ABR83084.1,0.0
WP_394040999.1,ABR83084.1,0.0
WP_394076167.1,ABR83084.1,0.0
XMF84248.1,ABR83084.1,0.0
WP_395664523.1,ABR83084.1,0.0
WP_412968760.1,ABR83084.1,0.0
WP_138398174.1,ABR83084.1,0.0
WP_407340944.1,ABR83084.1,0.0
WP_374341810.1,ABR83084.1,0.0
BGC0000004.3,ABR83084.1,0.0
WP_404359873.1,ABR83084.1,0.0
WP_393978746.1,ABR83084.1,0.0
WP_407271027.1,ABR83084.1,0.0
CAM3577162.1,ABR83084.1,0.0
WP_374249988.1,ABR83084.1,0.0
BGC0000014.5,ABR83084.1,0.0
WP_209484166.1,ABR83084.1,0.0
BGC0000002.5,ABR83084.1,63.64
ABR83084.1,ABR83084.1,100.0
BGC0000027.4,ABR83084.1,0.0
WP_393991883.1,ABR83084.1,0.0
WP_409562062.1,ABR83084.1,0.0
BGC0000011.3,ABR83084.1,0.0
WP_394111893.1,ABR83084.1,0.0
XNO08232.1,ABR83084.1,0.0
WP_391515705.1,ABR83084.1,0.0
XKG22298.1,ABR83084.1,0.0
WP_341081218.1,ABR83084.1,0.0
XNO08231.1,ABR83084.1,0.0
BGC0000028.5,ABR83084.1,75.0
CAI8805946.1,ABR83084.1,0.0
BGC0000021.5,ABR83084.1,0.0
WP_405029742.1,ABR83084.1,0.0
WP_407995214.1,ABR83084.1,0.0
WP_394038837.1,ABR83084.1,0.0
ARO18898.1,ABR83084.1,0.0
BGC0000008.3,ABR83084.1,0.0
WP_394034628.1,ABR83084.1,0.0
BGC0000007.3,ABR83084.1,0.0
WP_393984481.1,ABR83084.1,0.0
WP_231883699.1,ABR83084.1,0.0
WP_394008175.1,ABR83084.1,0.0
BAT47512.1,ABR83084.1,0.0
BGC0000006.3,ABR83084.1,0.0
WP_409853016.1,ABR83084.1,0.0
BGC0000017.5,ABR83084.1,45.68
WP_394105113.1,ABR83084.1,0.0
XHH54078.1,ABR83084.1,0.0
BGC0000022.3,ABR83084.1,0.0
WP_394091412.1,ABR83084.1,0.0
WP_393975098.1,ABR83084.1,0.0
BGC0000020.3,ABR83084.1,92.31
WP_246736987.1,ABR83084.1,0.0
WP_377874665.1,ABR83084.1,0.0
WP_374374627.1,ABR83084.1,0.0
WP_403409309.1,ABR83084.1,0.0
WP_390290327.1,ABR83084.1,0.0
WP_394058857.1,ABR83084.1,0.0
WP_394946084.1,ABR83084.1,0.0
UYT19774.1,ABR83084.1,0.0
XOL52311.1,ABR83084.1,0.0
XCP53806.1,ABR83084.1,0.0
WP_415070495.1,ABR83084.1,0.0
BGC0000010.3,ABR83084.1,0.0
WP_402758273.1,ABR83084.1,0.0
WP_400880729.1,ABR83084.1,0.0
BGC0000023.5,ABR83084.1,0.0
WP_148045554.1,ABR83084.1,0.0
pdb|2N6Z|A,ABR83084.1,0.0
WP_379130331.1,ABR83084.1,0.0
WP_391559211.1,ABR83084.1,0.0
WP_379090270.1,ABR83084.1,0.0
WP_374309088.1,ABR83084.1,0.0
WP_391375990.1,ABR83084.1,0.0
BAT47516.1,ABR83084.1,0.0
WP_378845721.1,ABR83084.1,0.0
BGC0000026.5,ABR83084.1,0.0
BGC0000003.3,ABR83084.1,0.0
WP_394077114.1,ABR83084.1,0.0
WP_407995776.1,ABR83084.1,0.0
WP_414461653.1,ABR83084.1,0.0
BGC0000024.5,ABR83084.1,0.0
BGC0000018.5,ABR83084.1,0.0
BGC0000016.4,ABR83084.1,0.0
WP_394067533.1,ABR83084.1,0.0
BGC0000001.5,ABR83084.1,0.0
WP_394064521.1,ABR83084.1,0.0
BAT47514.1,ABR83084.1,0.0
WP_394081549.1,ABR83084.1,0.0
WP_171695355.1,ABR83084.1,0.0
WP_409979092.1,ABR83084.1,0.0
WP_394100829.1,ABR83084.1,0.0
BGC0000012.3,ABR83084.1,0.0
WP_400765736.1,ABR83084.1,0.0
WP_414116387.1,ABR83084.1,0.0
WP_414590999.1,ABR83084.1,0.0
XMG51263.1,ABR83084.1,0.0
CAM2763972.1,ABR83084.1,0.0
BGC0000009.3,ABR83084.1,0.0
CAM3652502.1,ABR83084.1,0.0
WP_402798883.1,ABR83084.1,0.0
BFO63100.1,ABR83084.1,0.0
WP_379036518.1,ABR83084.1,0.0
WP_394088603.1,ABR83084.1,0.0
BAT47513.1,ABR83084.1,0.0
BAT47515.1,ABR83084.1,0.0
WP_393996635.1,ABR83084.1,0.0
WP_394111076.1,ABR83084.1,0.0
WP_393957544.1,ABR83084.1,0.0
BGC0000019.5,BGC0000027.4,0.0
WP_375275745.1,BGC0000027.4,0.0
WP_405707408.1,BGC0000027.4,0.0
WP_395697023.1,BGC0000027.4,0.0
WP_394032341.1,BGC0000027.4,0.0
XHV06635.1,BGC0000027.4,0.0
XJV75695.1,BGC0000027.4,0.0
WP_407866493.1,BGC0000027.4,0.0
WP_393988544.1,BGC0000027.4,0.0
WP_411903715.1,BGC0000027.4,0.0
WP_394040999.1,BGC0000027.4,0.0
WP_394076167.1,BGC0000027.4,0.0
XMF84248.1,BGC0000027.4,0.0
WP_395664523.1,BGC0000027.4,0.0
WP_412968760.1,BGC0000027.4,0.0
WP_138398174.1,BGC0000027.4,0.0
WP_407340944.1,BGC0000027.4,0.0
WP_374341810.1,BGC0000027.4,0.0
BGC0000004.3,BGC0000027.4,0.0
WP_404359873.1,BGC0000027.4,0.0
WP_393978746.1,BGC0000027.4,0.0
WP_407271027.1,BGC0000027.4,0.0
CAM3577162.1,BGC0000027.4,0.0
WP_374249988.1,BGC0000027.4,0.0
BGC0000014.5,BGC0000027.4,0.0
WP_209484166.1,BGC0000027.4,0.0
BGC0000002.5,BGC0000027.4,0.0
ABR83084.1,BGC0000027.4,0.0
BGC0000027.4,BGC0000027.4,100.0
WP_393991883.1,BGC0000027.4,0.0
WP_409562062.1,BGC0000027.4,0.0
BGC0000011.3,BGC0000027.4,0.0
WP_394111893.1,BGC0000027.4,0.0
XNO08232.1,BGC0000027.4,0.0
WP_391515705.1,BGC0000027.4,0.0
XKG22298.1,BGC0000027.4,0.0
WP_341081218.1,BGC0000027.4,54.17
XNO08231.1,BGC0000027.4,0.0
BGC0000028.5,BGC0000027.4,0.0
CAI8805946.1,BGC0000027.4,0.0
BGC0000021.5,BGC0000027.4,0.0
WP_405029742.1,BGC0000027.4,0.0
WP_407995214.1,BGC0000027.4,0.0
WP_394038837.1,BGC0000027.4,0.0
ARO18898.1,BGC0000027.4,0.0
BGC0000008.3,BGC0000027.4,0.0
WP_394034628.1,BGC0000027.4,0.0
BGC0000007.3,BGC0000027.4,0.0
WP_393984481.1,BGC0000027.4,0.0
WP_231883699.1,BGC0000027.4,0.0
WP_394008175.1,BGC0000027.4,0.0
BAT47512.1,BGC0000027.4,0.0
BGC0000006.3,BGC0000027.4,0.0
WP_409853016.1,BGC0000027.4,75.0
BGC0000017.5,BGC0000027.4,0.0
WP_394105113.1,BGC0000027.4,0.0
XHH54078.1,BGC0000027.4,0.0
BGC0000022.3,BGC0000027.4,0.0
WP_394091412.1,BGC0000027.4,0.0
WP_393975098.1,BGC0000027.4,0.0
BGC0000020.3,BGC0000027.4,0.0
WP_246736987.1,BGC0000027.4,0.0
WP_377874665.1,BGC0000027.4,0.0
WP_374374627.1,BGC0000027.4,0.0
WP_403409309.1,BGC0000027.4,0.0
WP_390290327.1,BGC0000027.4,0.0
WP_394058857.1,BGC0000027.4,72.22
WP_394946084.1,BGC0000027.4,72.22
UYT19774.1,BGC0000027.4,0.0
XOL52311.1,BGC0000027.4,0.0
XCP53806.1,BGC0000027.4,0.0
WP_415070495.1,BGC0000027.4,0.0
BGC0000010.3,BGC0000027.4,0.0
WP_402758273.1,BGC0000027.4,0.0
WP_400880729.1,BGC0000027.4,0.0
BGC0000023.5,BGC0000027.4,0.0
WP_148045554.1,BGC0000027.4,0.0
pdb|2N6Z|A,BGC0000027.4,0.0
WP_379130331.1,BGC0000027.4,0.0
WP_391559211.1,BGC0000027.4,0.0
WP_379090270.1,BGC0000027.4,0.0
WP_374309088.1,BGC0000027.4,0.0
WP_391375990.1,BGC0000027.4,0.0
BAT47516.1,BGC0000027.4,0.0
WP_378845721.1,BGC0000027.4,0.0
BGC0000026.5,BGC0000027.4,0.0
BGC0000003.3,BGC0000027.4,0.0
WP_394077114.1,BGC0000027.4,0.0
WP_407995776.1,BGC0000027.4,0.0
WP_414461653.1,BGC0000027.4,0.0
BGC0000024.5,BGC0000027.4,0.0
BGC0000018.5,BGC0000027.4,0.0
BGC0000016.4,BGC0000027.4,0.0
WP_394067533.1,BGC0000027.4,0.0
BGC0000001.5,BGC0000027.4,0.0
WP_394064521.1,BGC0000027.4,0.0
BAT47514.1,BGC0000027.4,0.0
WP_394081549.1,BGC0000027.4,0.0
WP_171695355.1,BGC0000027.4,0.0
WP_409979092.1,BGC0000027.4,0.0
WP_394100829.1,BGC0000027.4,0.0
BGC0000012.3,BGC0000027.4,0.0
WP_400765736.1,BGC0000027.4,0.0
WP_414116387.1,BGC0000027.4,0.0
WP_414590999.1,BGC0000027.4,0.0
XMG51263.1,BGC0000027.4,0.0
CAM2763972.1,BGC0000027.4,0.0
BGC0000009.3,BGC0000027.4,0.0
CAM3652502.1,BGC0000027.4,0.0
WP_402798883.1,BGC0000027.4,0.0
BFO63100.1,BGC0000027.4,0.0
WP_379036518.1,BGC0000027.4,0.0
WP_394088603.1,BGC0000027.4,0.0
BAT47513.1,BGC0000027.4,0.0
BAT47515.1,BGC0000027.4,0.0
WP_393996635.1,BGC0000027.4,0.0
WP_394111076.1,BGC0000027.4,0.0
WP_393957544.1,BGC0000027.4,0.0
BGC0000019.5,WP_393991883.1,60.0
WP_375275745.1,WP_393991883.1,0.0
WP_405707408.1,WP_393991883.1,0.0
WP_395697023.1,WP_393991883.1,0.0
WP_394032341.1,WP_393991883.1,0.0
XHV06635.1,WP_393991883.1,0.0
XJV75695.1,WP_393991883.1,0.0
WP_407866493.1,WP_393991883.1,0.0
WP_393988544.1,WP_393991883.1,0.0
WP_411903715.1,WP_393991883.1,0.0
WP_394040999.1,WP_393991883.1,0.0
WP_394076167.1,WP_393991883.1,0.0
XMF84248.1,WP_393991883.1,0.0
WP_395664523.1,WP_393991883.1,0.0
WP_412968760.1,WP_393991883.1,0.0
WP_138398174.1,WP_393991883.1,0.0
WP_407340944.1,WP_393991883.1,0.0
WP_374341810.1,WP_393991883.1,0.0
BGC0000004.3,WP_393991883.1,0.0
WP_404359873.1,WP_393991883.1,0.0
WP_393978746.1,WP_393991883.1,0.0
WP_407271027.1,WP_393991883.1,0.0
CAM3577162.1,WP_393991883.1,0.0
WP_374249988.1,WP_393991883.1,0.0
BGC0000014.5,WP_393991883.1,60.0
WP_209484166.1,WP_393991883.1,0.0
BGC0000002.5,WP_393991883.1,52.63
ABR83084.1,WP_393991883.1,0.0
BGC0000027.4,WP_393991883.1,0.0
WP_393991883.1,WP_393991883.1,100.0
WP_409562062.1,WP_393991883.1,0.0
BGC0000011.3,WP_393991883.1,0.0
WP_394111893.1,WP_393991883.1,0.0
XNO08232.1,WP_393991883.1,0.0
WP_391515705.1,WP_393991883.1,0.0
XKG22298.1,WP_393991883.1,0.0
WP_341081218.1,WP_393991883.1,0.0
XNO08231.1,WP_393991883.1,0.0
BGC0000028.5,WP_393991883.1,0.0
CAI8805946.1,WP_393991883.1,0.0
BGC0000021.5,WP_393991883.1,0.0
WP_405029742.1,WP_393991883.1,0.0
WP_407995214.1,WP_393991883.1,0.0
WP_394038837.1,WP_393991883.1,0.0
ARO18898.1,WP_393991883.1,0.0
BGC0000008.3,WP_393991883.1,0.0
WP_394034628.1,WP_393991883.1,0.0
BGC0000007.3,WP_393991883.1,0.0
WP_393984481.1,WP_393991883.1,0.0
WP_231883699.1,WP_393991883.1,0.0
WP_394008175.1,WP_393991883.1,0.0
BAT47512.1,WP_393991883.1,0.0
BGC0000006.3,WP_393991883.1,0.0
WP_409853016.1,WP_393991883.1,0.0
BGC0000017.5,WP_393991883.1,0.0
WP_394105113.1,WP_393991883.1,0.0
XHH54078.1,WP_393991883.1,0.0
BGC0000022.3,WP_393991883.1,0.0
WP_394091412.1,WP_393991883.1,0.0
WP_393975098.1,WP_393991883.1,0.0
BGC0000020.3,WP_393991883.1,54.05
WP_246736987.1,WP_393991883.1,0.0
WP_377874665.1,WP_393991883.1,0.0
WP_374374627.1,WP_393991883.1,0.0
WP_403409309.1,WP_393991883.1,0.0
WP_390290327.1,WP_393991883.1,0.0
WP_394058857.1,WP_393991883.1,0.0
WP_394946084.1,WP_393991883.1,0.0
UYT19774.1,WP_393991883.1,0.0
XOL52311.1,WP_393991883.1,0.0
XCP53806.1,WP_393991883.1,0.0
WP_415070495.1,WP_393991883.1,0.0
BGC0000010.3,WP_393991883.1,0.0
WP_402758273.1,WP_393991883.1,0.0
WP_400880729.1,WP_393991883.1,0.0
BGC0000023.5,WP_393991883.1,0.0
WP_148045554.1,WP_393991883.1,0.0
pdb|2N6Z|A,WP_393991883.1,0.0
WP_379130331.1,WP_393991883.1,0.0
WP_391559211.1,WP_393991883.1,0.0
WP_379090270.1,WP_393991883.1,0.0
WP_374309088.1,WP_393991883.1,0.0
WP_391375990.1,WP_393991883.1,0.0
BAT47516.1,WP_393991883.1,0.0
WP_378845721.1,WP_393991883.1,0.0
BGC0000026.5,WP_393991883.1,0.0
BGC0000003.3,WP_393991883.1,0.0
WP_394077114.1,WP_393991883.1,0.0
WP_407995776.1,WP_393991883.1,0.0
WP_414461653.1,WP_393991883.1,0.0
BGC0000024.5,WP_393991883.1,0.0
BGC0000018.5,WP_393991883.1,0.0
BGC0000016.4,WP_393991883.1,0.0
WP_394067533.1,WP_393991883.1,0.0
BGC0000001.5,WP_393991883.1,65.0
